Category	Mod	DevURL
Ingame Misc	WoT Tweaker (max farplane)	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1125299-","link")
Ingame Misc	--Fog removal on all maps	
Ingame Misc	--Disable clouds (blue sky only)	
Ingame Misc	--Disable smoke from the exhaust pipes of the tanks	
Ingame Misc	--Disable effects of smoke and flame from shots	
Ingame Misc	--Disable effect of exploding shells and getting into objects	
Ingame Misc	--Disable effects of destroying tanks	
Ingame Misc	--Disable smoke from the destroyed tanks	
Ingame Misc	--Disable effects of hitting the tanks	
Ingame Misc	--Disable effect of tree movement	
Ingame Misc	--Disable shadow under the tanks	
Ingame Misc	--Disable bad matchmaking	
Ingame Misc	--Disable noobs on allied team	
Ingame Misc	Wargaming.FM Radio v3.4.2	=HYPERLINK("https://wgmods.net/19/details","link")
Ingame Misc	"You Died"	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/701538-","link")
Ingame Misc	--without sound	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/701538-","link")
Ingame Misc	--with sound	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/701538-","link")
Garage Mods	Annoying Features Remover v [NDO Hangar Addons]	=HYPERLINK("https://wgmods.net/1550/","link")
Garage Mods	--Referral Button	
Garage Mods	--General Chat	
Garage Mods	--Promo Premium Vehicle	
Garage Mods	--Rewards Window	
Garage Mods	--Piggy Bank Window	
Garage Mods	--Combat Intelligence	
Garage Mods	--Session Stats	
Garage Mods	--Dogtag Widget	
Garage Mods	Armor Inspector	
Garage Mods	--Armor Inspector by protanki	=HYPERLINK("https://protanki.tv/mods/hangar_mod/kalkulyator-broni-tankov-v-angare","link")
Garage Mods	--Armor Inspector by wotinspector.com (Online)	=HYPERLINK("https://wgmods.net/2319/details","link")
Garage Mods	Auto-equip removeable equipment	=HYPERLINK("https://wgmods.net/1022/details","link")
Garage Mods	Auxilium Garage Settings v19.04	=HYPERLINK("https://wgmods.net/41/details","link")
Garage Mods	--Auto-equip removeable equipment	=HYPERLINK("https://wgmods.net/41/details","link")
Garage Mods	--Auto-Equip consumables	=HYPERLINK("https://wgmods.net/41/details","link")
Garage Mods	--Auto crew return	=HYPERLINK("https://wgmods.net/41/details","link")
Garage Mods	--remove wargaming statistics button	=HYPERLINK("https://wgmods.net/41/details","link")
Garage Mods	--Add L_CTRL+R keys to remove all removable equipment	=HYPERLINK("https://wgmods.net/41/details","link")
Garage Mods	--Save last server	=HYPERLINK("https://wgmods.net/41/details","link")
Garage Mods	Battle Hits Viewer in Hangar v1.4.3	=HYPERLINK("https://bitbucket.org/P0LIR0ID/wot-battlehits/downloads/","link")
Garage Mods	Chat & System-Messages (in Garage)	
Garage Mods	--Disable showing of annoying garage messages (gun mounted, welcome to server, etc.)	
Garage Mods	--Expand Friends- & Blacklist	
Garage Mods	----Antitoxicity´s expanded friends- and blacklist	
Garage Mods	------enable clearing of blacklist with F12 key	
Garage Mods	Crew Extended (shows XP for leveling)	=HYPERLINK("https://github.com/spoter/spoter-mods/tree/master/mod_crewExtended/zip","link")
Garage Mods	expand item limits (full list in tooltips)	=HYPERLINK("https://github.com/spoter/spoter-mods/tree/master/mod_tooltipsCountItemsLimitExtend","link")
Garage Mods	Map Rotation (log of played maps)	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/604269-","link")
Garage Mods	ModPack Support Button v9.10	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/507925-","link")
Garage Mods	--Left Side	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/507925-","link")
Garage Mods	--Right Side	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/507925-","link")
Garage Mods	OfflineMode Launcher	=HYPERLINK("https://wgmods.net/1010/details","link")
Garage Mods	RegionChanger	=HYPERLINK("https://vk.com/shurabb_mods","link")
Garage Mods	--Region Changer Notes	
Garage Mods	Replays	
Garage Mods	--Replay Manager	=HYPERLINK("https://wgmods.net/22/details/","link")
Garage Mods	--enable replays for the "Battle Royale" game mode	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/721258-mod-der-replays-im-battle-royal-modus-aktiviert/page__pid__17184518","link")
Garage Mods	----by lgfrbcsgo	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/721573-mod-enable-replays-in-steel-hunter-game-mode/page__p__17193707#entry17193707","link")
Garage Mods	----by OldSkool	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/721258-mod-der-replays-im-battle-royal-modus-aktiviert/page__pid__17184518","link")
Garage Mods	Seller	=HYPERLINK("http://wotsite.net/gotovye-sborki-modov/8833-mody-ot-dzhova-modpak-jove-skachat.html\r\nhttps://wgmods.net/20/details","link")
Garage Mods	ScriptloaderPro v1.31	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/561371-","link")
Garage Mods	--SystemMessage OFF	
Garage Mods	--SystemMessage Full	
Garage Mods	--SystemMessage Minimal	
Garage Mods	--SpamFilter for python.log	
Garage Mods	--Battlechat Filter Enable	
Garage Mods	----Filterlist (extended)	
Garage Mods	----Facebook Bad Words Filterlist	
Garage Mods	Simple Vehicle Stats	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/717770-15132019-08-04-vehicle-parameters-on-single-list-by-rajcel/","link")
Garage Mods	VehicleXP Extended	=HYPERLINK("https://wgmods.net/1336/\r\nhttps://wotspeak.org/mody-world-of-tanks-wot/392-tankoopyt-wot.html\r\nhttp://wotsite.net/mody-dlya-world-of-tanks/12210-\r\nhttp://forum.worldoftanks.eu/index.php?/topic/572805-","link")
Garage graphics	Battle Results	=HYPERLINK("https://worldoftanks.curseforge.com/members/hawgs_mods/projects\r\nhttps://wgmods.net/search/?owner=237525","link")
Garage graphics	--default	
Garage graphics	--Battle Results by HAWG	=HYPERLINK("https://www.curseforge.com/members/hawgs_mods/projects\r\nhttps://worldoftanks.curseforge.com/members/hawgs_mods/projects\r\nhttp://forum.worldoftanks.eu/index.php?/topic/723450-hawgs-mods/\r\nhttps://wgmods.net/search/?owner=237525","link")
Garage graphics	----Cobra Design by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/corba-battle-results\r\nhttps://wgmods.net/1835/","link")
Garage graphics	----Darth Vader Design by HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/darth-vader-battle-results","link")
Garage graphics	----Fire Design by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/fire-battle-results","link")
Garage graphics	----Grim Design by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/grim-reaper-battle-results","link")
Garage graphics	----Leviathan by HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/leviathan-battle-results","link")
Garage graphics	----Marvin by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/marvin-the-martian-battle-results","link")
Garage graphics	----Minions by HAWG	=HYPERLINK("https://wgmods.net/2028/details","link")
Garage graphics	----PinUps Design by PigBrains HAWG [ADULT CONTENT]	=HYPERLINK("https://worldoftanks.curseforge.com/projects/pin-up-girls-battle-results","link")
Garage graphics	----Sabaton by HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/sabaton-battle-results","link")
Garage graphics	----Simple Black Window by Pigbrain HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/simple-rustic-steel-battle-results","link")
Garage graphics	----Simple Rustic Steel HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/simple-rustic-steel-battle-results","link")
Garage graphics	----Skulls Design by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/skulls-battle-results","link")
Garage graphics	----Skulls 2 Blue-Red-Gray by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/bw-battle-results","link")
Garage graphics	----Skulls 2 Red-Gray-Blue by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/bw-battle-results","link")
Garage graphics	----Tank Invasion Battle Results by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-tank-invasion-battle-results","link")
Garage graphics	----Tank Battle Results by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/tank-battle-results","link")
Garage graphics	----Trump Design by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/trumps-battle-results","link")
Garage graphics	----UK Flag Results by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/usa-flag-battle-results","link")
Garage graphics	----USA Flag Battle Results by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/uk-flag-results","link")
Garage graphics	----WG "Old Style" by Pigbrain HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-wg-old-style-battle-results","link")
Garage graphics	----Wonder Woman Battle Results by PigBrains HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/wonder-woman-battle-results","link")
Garage graphics	--Battle Results Made by Various Moders	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/583433-1411-yasenkrasen-colored-messages-eng-session-statistics-multi-28032019/page__st__1160__pid__16766414#entry16766414","link")
Garage graphics	----Made by Ragnarocek	=HYPERLINK("https://wgmods.net/66/","link")
Garage graphics	----Sexy Design by Papadigi	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/449348-","link")
Garage graphics	----Made by Sicfunzler	
Garage graphics	----Sexy Design by OldSkool	=HYPERLINK("https://wgmods.net/532/details","link")
Garage graphics	----Star Trek by The Illusion	
Garage graphics	--Battle Results Tank Icon by HAWG	=HYPERLINK("https://www.curseforge.com/worldoftanks/wot-mods/hawgs-nation-emblem-battle-results","link")
Garage graphics	----Beach Party [ADULT CONTENT]	=HYPERLINK("https://www.curseforge.com/worldoftanks/wot-mods/beach-party-battle-results/\r\nhttps://wgmods.net/3786/\r\nhttp://forum.worldoftanks.eu/index.php?/topic/723450-hawgs-mods/","link")
Garage graphics	----Nation emblem by HAWG	=HYPERLINK("https://www.curseforge.com/worldoftanks/wot-mods/hawgs-nation-emblem-battle-results","link")
Garage graphics	----Nation flag by HAWG	=HYPERLINK("https://www.curseforge.com/worldoftanks/wot-mods/hawgs-nation-emblem-battle-results\r\n\r\n^^needs upd^^","link")
Garage graphics	----PinUp Pics [ADULT CONTENT]	=HYPERLINK("https://www.curseforge.com/worldoftanks/wot-mods/hawgs-nation-emblem-battle-results","link")
Garage graphics	--On battle results statistics by RaJCeL (HEAVY MOD)	=HYPERLINK("https://wgmods.net/3551/\r\nhttp://forum.worldoftanks.eu/index.php?/topic/711864-","link")
Garage graphics	Carousel graphics	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--Carousel Daily XP Bonus Icons by HAWG	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	----select pre-defined colors	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------elektrosmoker´s colorselection (taken from HAWG)	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------Aqua	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------Blue	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------Green	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------Lime	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------Orange	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------Purple	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------Yellow	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	----select your own colors	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------2x	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Aqua	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Blue	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Green	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Lime	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Orange	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Purple	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Yellow	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------3x	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Aqua	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Blue	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Green	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Lime	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Orange	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Purple	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Yellow	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------4x	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Aqua	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Blue	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Green	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Lime	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Orange	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Purple	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Yellow	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	------5x	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Aqua	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Blue	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Green	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Lime	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Orange	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Purple	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--------Yellow	=HYPERLINK("https://worldoftanks.curseforge.com/projects/hawgs-daily-xp-bonus","link")
Garage graphics	--Carousel LED (different colors)	=HYPERLINK("https://wgmods.net/1798/details","link")
Garage graphics	----Aqua	
Garage graphics	----Aqua Yellow	
Garage graphics	----Bangel Tiger	
Garage graphics	----Blue	
Garage graphics	----Blue Green	
Garage graphics	----Blue Red Strips	
Garage graphics	----Candy Cane	
Garage graphics	----Caribbean	
Garage graphics	----Green	
Garage graphics	----Green Purple	
Garage graphics	----Green Purple Strips	
Garage graphics	----HE	
Garage graphics	----KeyLimePie	
Garage graphics	----LimeAid	
Garage graphics	----Orange	
Garage graphics	----Orange Black	
Garage graphics	----Pink	
Garage graphics	----PYSCHO 1	
Garage graphics	----PYSCHO 2	
Garage graphics	----PYSCHO 3	
Garage graphics	----Purple	
Garage graphics	----Purple Yellow	
Garage graphics	----Red	
Garage graphics	----Red Blue	
Garage graphics	----Sabaton	
Garage graphics	----USA	
Garage graphics	----White	
Garage graphics	----White-Black	
Garage graphics	----Yellow	
Garage graphics	----Yellow Red	
Garage graphics	Crew graphics	
Garage graphics	--Crew Icons	
Garage graphics	----different crew icons	
Garage graphics	------Anime	=HYPERLINK("https://wotspeak.ru/ikonki-world-of-tanks-wot/386-anime-ikonki-ekipazha-dlya-world-of-tanks-wot.html","link")
Garage graphics	------Girls und Panzer	=HYPERLINK("https://wgmods.net/3483/\r\n\r\n\r\nhttps://wgmods.net/1138/details","link")
Garage graphics	------Jason by The Illusion v1.0	
Garage graphics	------RNGesus by The Illusion v1.4	
Garage graphics	----LordFelix´ tinted female crew icons	=HYPERLINK("https://wgmods.net/search/?owner=127544","link")
Garage graphics	------BLUE	=HYPERLINK("https://wgmods.net/2180/details","link")
Garage graphics	------CYAN	=HYPERLINK("https://wgmods.net/2180/details","link")
Garage graphics	------FUCSIA	=HYPERLINK("https://wgmods.net/2180/details","link")
Garage graphics	------GREEN	=HYPERLINK("https://wgmods.net/2180/details","link")
Garage graphics	------GREEN 2	=HYPERLINK("https://wgmods.net/2180/details","link")
Garage graphics	------ORANGE	=HYPERLINK("https://wgmods.net/2180/details","link")
Garage graphics	------PURPLE	=HYPERLINK("https://wgmods.net/2180/details","link")
Garage graphics	----Crew Icons w/wo Nationflags by DEbranded	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/618649-","link")
Garage graphics	------Big Portrait	=HYPERLINK("https://wgmods.net/505/details","link")
Garage graphics	------Germany	
Garage graphics	--------Scifi Germany	
Garage graphics	--------Germany (since 1990)	
Garage graphics	--------East Germany DDR	
Garage graphics	--------Federal Republic of Germany BRD "West Germany"	
Garage graphics	--------Navy Germany 1871-1918 "Reichskriegsflagge"	
Garage graphics	--------Army Germany 1867-1921 "Reichskriegsflagge"	
Garage graphics	------Russia & UDSSR	
Garage graphics	--------UDSSR	
Garage graphics	--------Russia with coat of arms	
Garage graphics	--------Belarus	
Garage graphics	--------Belarus WW 1	
Garage graphics	------USA	
Garage graphics	--------USA	
Garage graphics	--------Confederate States of America	
Garage graphics	------France	
Garage graphics	--------France Tricolour	
Garage graphics	--------Free France	
Garage graphics	------United Kingdom	
Garage graphics	--------United Kingdom	
Garage graphics	--------United Kingdom with Royal coat of arms	
Garage graphics	------China	
Garage graphics	--------Peoples Republic of China	
Garage graphics	--------Peoples Liberation Army Ground Force China	
Garage graphics	--------Republic of China	
Garage graphics	------Japan	
Garage graphics	--------Japan	
Garage graphics	--------Japan Maritime Self-Defense Force 1954- "Rising Sun"	
Garage graphics	------Czech Republic	
Garage graphics	--------Czech Republic	
Garage graphics	--------Czech Republic Tricolour	
Garage graphics	--------First Slovak Republic	
Garage graphics	------Poland	
Garage graphics	--------Poland	
Garage graphics	--------Poland with coat of arms	
Garage graphics	--------Home Army Poland	
Garage graphics	------Sweden	
Garage graphics	------Italy	
Garage graphics	--------Italy	
Garage graphics	--------Flag of Italy	
Garage graphics	--------Italian Social Republic	
Garage graphics	--Crew Skills (in personal files)	
Garage graphics	----DEbranded´s crew skills	=HYPERLINK("https://wgmods.net/485/details","link")
Garage graphics	----Sabaton Brotherhood by The Illusion	=HYPERLINK("https://wgmods.net/3129","link")
Garage graphics	Cursor	
Garage graphics	--HARPOON cursor by lenya69	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Garage graphics	--GuP Blue Steel by SEAGroup	=HYPERLINK("https://github.com/SEA-group/GIRLS-und-PANZER-UI/blob/master/gui/flash/Cursor.swf","link")
Garage graphics	Hangar	
Garage graphics	--Hangar FreeCamera v2.11	=HYPERLINK("http://www.goofy67-wot.de/hangar-freecam.html","link")
Garage graphics	--Hangar Manager (HangMan) v2.39	=HYPERLINK("http://www.goofy67-wot.de/hangman-english.php\r\nhttp://forum.worldoftanks.eu/index.php?/topic/439322-","link")
Garage graphics	----GUI fadeout on mousemove (while holding down left mouse)	
Garage graphics	--Customization-Hangar by goofy67	=HYPERLINK("http://goofy67-wot.de/customization-hangar.html","link")
Garage graphics	--Victory Day	=HYPERLINK("https://wgmods.net/3520/","link")
Garage graphics	--Hellinger Minimal Hangar v2.98	=HYPERLINK("https://wgmods.net/996/details/\r\nhttp://forum.worldoftanks.ru/index.php?/topic/745873-","link")
Garage graphics	----Normal Light, normal floor	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/745873-","link")
Garage graphics	----Bright light, normal floor	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/745873-","link")
Garage graphics	----Normal light, large floor	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/745873-","link")
Garage graphics	----Bright light, large floor	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/745873-","link")
Garage graphics	Loading graphics & exit screens	
Garage graphics	--Loading Animation	
Garage graphics	----Illuminati by Aimdrol	
Garage graphics	----OMC by Technowolf (RIP OMC)	
Garage graphics	----HARPOON by lenya69	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Garage graphics	----XMAS Girl by ZloyYurich	=HYPERLINK("https://wgmods.net/2763/details","link")
Garage graphics	----Blue Cog	=HYPERLINK("https://wgmods.net/2244/details","link")
Garage graphics	----Clan	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Cowgirl	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Fallen Soldier	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Fire Ball	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Ghostbusters	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Grim	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----HAWG	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Hypnotize Swirls Cog	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Leviathan Ghost	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Original Cog	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Pin Up Girl	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Rank	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Red Cog	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Skull	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Skull 2	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Swords	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Tank	=HYPERLINK("https://wgmods.net/2244/details/","link")
Garage graphics	----Tracks	
Garage graphics	----X-Files	
Garage graphics	----WWIIHWA Ambiente by Budyx69	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/502495-","link")
Garage graphics	--Loading Logo	
Garage graphics	----No Logo (Relhax default)	
Garage graphics	----Default Logo	
Garage graphics	----German Tank Racing	
Garage graphics	----Relhax Logo	
Garage graphics	----Relhax Logo (with a small background image)	
Garage graphics	----HD WoT-Logo	
Garage graphics	----8bit WoT-Logo	
Garage graphics	----Black Sons Of Anarchy Style WoT-Logo	
Garage graphics	----White WoT-Logo	
Garage graphics	----WWIIHWA Logo	=HYPERLINK("http://wwiihwa.blogspot.com","link")
Garage graphics	----Ritterkreuz Logo	=HYPERLINK("https://www.curseforge.com/worldoftanks/wot-mods/ritterkreuz/files","link")
Garage graphics	--Loading Splashscreen Picture	
Garage graphics	----DEFAULT by Relhax (changes from time to time)	
Garage graphics	----DEFAULT by Wargaming	
Garage graphics	----New Year 2018 / 2019 by elektrosmoker	
Garage graphics	----Epic Mega Music Collection by Jakis Nick	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/672517-","link")
Garage graphics	----Girls und Panzer - Main Crew	
Garage graphics	----German Tank Racing	
Garage graphics	----Nr.1 by Warranted	
Garage graphics	----Wheels by Warranted	
Garage graphics	----XMAS 2018 by Warranted	
Garage graphics	----WWIIHWA Ambiente	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/502495-","link")
Garage graphics	----Ritterkreuz	=HYPERLINK("https://www.curseforge.com/worldoftanks/wot-mods/ritterkreuz/files","link")
Garage graphics	----T49	
Garage graphics	----StuG FanArt	
Garage graphics	----Star Trek - Borg	=HYPERLINK("https://wgmods.net/3134","link")
Garage graphics	----Star Trek - Romulan	=HYPERLINK("https://wgmods.net/3136","link")
Garage graphics	----Star Trek - Klingon	=HYPERLINK("https://wgmods.net/3135","link")
Garage graphics	----Star Trek - Lcars	
Garage graphics	----Star Trek - United Federation of Planets	=HYPERLINK("https://wgmods.net/3137","link")
Garage graphics	----Winnie	
Garage graphics	----X-Files	
Garage graphics	--Loginscreen Background	
Garage graphics	----Video	
Garage graphics	------Girls und Panzer	
Garage graphics	------Serene Haze Loginscreen by Silgi	=HYPERLINK("https://wgmods.net/850/details","link")
Garage graphics	------Loginscreen Video by Alex77	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/667416-","link")
Garage graphics	------Old Memories	=HYPERLINK("https://wgmods.net/2259/","link")
Garage graphics	------Old Memories for WGFest2017	=HYPERLINK("https://wgmods.net/3636/","link")
Garage graphics	------MLG	
Garage graphics	------still image video - Picture 1 by Alex77	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/667416-","link")
Garage graphics	------still image video - Picture 2 by Alex77	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/667416-","link")
Garage graphics	------still image video - Picture 3 by Alex77	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/667416-","link")
Garage graphics	----Picture	
Garage graphics	------Beach Party by HAWG (38 different pictures, varies every login)	=HYPERLINK("https://wgmods.net/2042/details/","link")
Garage graphics	------Girls und Panzer (36 different pictures, varies every login)	
Garage graphics	------X-Files (25 different pictures, varies every login)	
Garage graphics	------German Tank Racing (34 different pictures, varies every login)	
Garage graphics	------Steel Maiden (36 different pictures, varies every login)	=HYPERLINK("https://wgmods.net/2955/","link")
Garage graphics	------Star Trek - United Federation of Planets	
Garage graphics	------Star Trek - Romulan	
Garage graphics	------Star Trek - Klingon	
Garage graphics	------Star Trek - Borg	
Garage graphics	------WWIIHWA Login Screens by Budyx69	
Garage graphics	--Map Loading Screens	
Garage graphics	----"Old Memories" - map loading screens by DrWeb7_1	=HYPERLINK("https://wgmods.net/2258/","link")
Garage graphics	--exit background screens (selectable for battle and game)	
Garage graphics	----84 Battle Exit Screens by HAWG	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------1	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------2	=HYPERLINK("https://wgmods.net/3335/https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
Garage graphics	------3	=HYPERLINK("https://wgmods.net/3335/\r\nhttps://worldoftanks.curseforge.com/projects/hawgs-84-battle-exits","link")
